+-------------------------------------+-------+
|                Symbol               | Count |
|        ext4_es_can_be_merged        |  385  |
|         ext4_mark_iloc_dirty        |  166  |
|        ext4_mb_free_metadata        |   1   |
|          hrtimer_interrupt          |   47  |
|          __set_task_blocked         |   4   |
|         insert_inode_locked         |   1   |
|        perf_event_idx_default       |   7   |
|      __add_to_page_cache_locked     |  130  |
|        ext4_es_remove_extent        |   2   |
|           task_tgid_nr_ns           |   34  |
|            get_align_mask           |   8   |
|               leave_mm              |   1   |
|             rcu_start_gp            |   1   |
|         security_inode_free         |   2   |
|              sys_access             |   3   |
|        update_stats_wait_end        |   6   |
|           update_vsyscall           |   42  |
|    jbd2_journal_get_write_access    |  176  |
|            get_empty_filp           |   4   |
|             __fdget_raw             |   3   |
|         ext4_inode_csum_set         |  166  |
|            iov_iter_init            |   50  |
|         pat_pagerange_is_ram        |   2   |
|       event_sched_in.isra.106       |   7   |
|         domain_dirty_limits         |   1   |
|       __delete_from_page_cache      |  129  |
|           __legitimize_mnt          |   5   |
|          ext4_can_truncate          |   1   |
|           ext4_orphan_del           |   1   |
|                k_spec               |   1   |
|          perf_event_aux_ctx         |  330  |
|                mmput                |   1   |
|          alloc_page_buffers         |  129  |
|               path_get              |   4   |
|       __ext4_journal_start_sb       |  286  |
|             expand_stack            |   1   |
|          file_remove_privs          |   33  |
|             clear_inode             |   2   |
|               get_acl               |   5   |
|                evict                |   2   |
|           expand_downwards          |   1   |
|           input_leds_event          |   3   |
|              mm_release             |   1   |
|           perf_pmu_nop_txn          |   7   |
|        account_entity_dequeue       |   47  |
|             memset_erms             |  320  |
|              fd_install             |   4   |
|            dquot_transfer           |   1   |
|             atkbd_event             |   1   |
|          security_file_open         |   4   |
|              down_read              |  136  |
|          strncpy_from_user          |   8   |
|             strnlen_user            |   23  |
|          free_inode_nonrcu          |   1   |
|            note_interrupt           |   1   |
|             sigprocmask             |   4   |
|           enqueue_hrtimer           |   47  |
|          reusable_anon_vma          |   14  |
|          lockref_put_return         |   19  |
|            get_cached_acl           |   5   |
|        ext4_da_invalidatepage       |  128  |
|        ext4_read_block_bitmap       |   1   |
|         __radix_tree_preload        |  130  |
|            tlb_gather_mmu           |   5   |
|           cpus_share_cache          |   1   |
|                __fput               |   7   |
|     selinux_file_alloc_security     |   4   |
|           __ext4_new_inode          |   1   |
|        __mnt_drop_write_file        |   17  |
|           get_pwq.isra.22           |   6   |
|      truncate_inode_pages_final     |   2   |
|       syscall_return_slowpath       |   4   |
|        effective_load.isra.37       |   6   |
|        security_inode_unlink        |   1   |
|  dentry_needs_remove_privs.part.16  |   1   |
|           ext4_releasepage          |  128  |
|  ext4_es_find_delayed_extent_range  |   1   |
|         update_min_vruntime         |  107  |
|             kmalloc_slab            |   5   |
|     ext4_writepage_trans_blocks     |   1   |
|          timekeeping_update         |   42  |
|          radix_tree_tag_set         |  129  |
|          start_this_handle          |  154  |
|             kill_fasync             |   3   |
|     security_inode_need_killpriv    |   2   |
|             alloc_inode             |   1   |
|      syscall_return_via_sysret      |   3   |
|       get_task_policy.part.29       |  222  |
|             put_cred_rcu            |   3   |
|    ext4_read_block_bitmap_nowait    |   1   |
|              do_utimes              |   1   |
|          ext4_delete_entry          |   1   |
|            hrtick_update            |   9   |
|              mutex_lock             |   44  |
|              no_llseek              |   1   |
|            call_timer_fn            |   5   |
|               irq_exit              |   48  |
|        radix_tree_next_chunk        |   50  |
|       restore_c_regs_and_iret       |  165  |
|            __d_lookup_rcu           |   13  |
|            __vma_link_rb            |   20  |
|              handle_irq             |   1   |
|          hrtimer_run_queues         |   47  |
|            tty_audit_exit           |   1   |
|         __radix_tree_create         |  130  |
|    jbd2_journal_put_journal_head    |   6   |
|    ttwu_do_activate.constprop.95    |   9   |
|             evdev_events            |   1   |
|             do_unlinkat             |   1   |
|          irq_work_run_list          |   47  |
|               put_pid               |   7   |
|     blocking_notifier_call_chain    |   2   |
|            lru_add_drain            |   9   |
|    jbd2_journal_release_jbd_inode   |   1   |
|         __ext4_get_inode_loc        |  166  |
|            ext4_file_open           |   4   |
|       perf_pmu_enable.part.94       |   14  |
|        security_prepare_creds       |   3   |
|         tick_sched_do_timer         |   47  |
|            queue_work_on            |   3   |
|         inc_zone_page_state         |   5   |
|         generic_write_checks        |   33  |
|           __do_page_fault           |  116  |
|          perf_output_begin          |   17  |
|               up_read               |  252  |
|             resched_curr            |   9   |
|              module_put             |   9   |
|     opportunistic_sysret_failed     |   1   |
|            sha_transform            |   4   |
|             acct_process            |   1   |
|         cap_vm_enough_memory        |   10  |
|         apic_timer_interrupt        |   47  |
|             ext4_get_acl            |   2   |
|           __ext4_ext_dirty          |   2   |
|          d_flags_for_inode          |   2   |
|      entry_SYSCALL_64_fastpath      |  103  |
|        ext4_free_inodes_count       |   19  |
|        __inc_zone_page_state        |  441  |
|        ext4_mark_inode_dirty        |  164  |
